NAME,Median Age by Sex,Total Population,White,Black/African American,American Indian/Alaskan,Asian,Hawaiian/Pacific Islander,Some Other Race,Two or More Races,Male,Female,Never Married,Now Married,Widowed,Divorced,"12th Grade, No Diploma",High School Diploma,GED,Some College <1 Year,Some College >1 Year,Associate's Degree,Bachelor's Degree,Master's Degree,Professional School Degree,Doctorate,Median Income,Population Below Poverty Line,Disabled Population,Total Income 10k(%),Total Income 10k-15k(%),Total Income 15k-25k(%),Total Income 25k-35k(%),Total Income 35k-50(%),Total Income 50k-75k(%),Total Income 75k-100k(%),Total Income 100k-150k(%),Total Income 150k-200k(%),Total Income >200k(%),Income Category,Poverty Rate (%),Poverty Rate Classification,Total Degrees,Degree Percentage (%),Degree Attainment,POC Population (%),POC Population Category,White Population (%),Black/African American Population (%),Asian Population (%),Hawaiian/Pacific Islander Population (%),American Indian/Alaskan Population (%),Some Other Race Population (%),Two or More Races Population (%),Disabled Population (%),Disabled Population Category,state,county
"Pike County, Mississippi",37.3,40098,17120,21717,160,219,0,235,647,18918,21180,22836,12358,2562,3929,751,7534,1497,1857,3388,2806,2468,1420,291,155,40131,11875,7465,13.8,9.1,11.9,9.7,17.6,15.9,9.8,6.3,2.7,3.3,Low,29.61494338869769,High Poverty,4334,10.808519128136068,Low Degree Attainment,57.30460372088384,High,42.69539627911617,54.159808469250336,0.5461619033368248,0,0.3990223951319267,0.5860641428500174,1.613546810314729,18.616888622873958,Medium,28,113
"Pontotoc County, Mississippi",35.7,31202,23617,4611,52,0,0,1805,1117,15198,16004,15745,9923,1837,2345,552,4881,1026,1868,2967,2008,2226,1230,160,44,54414,5166,5721,6.2,3.9,9.7,11.7,15,16.4,13.7,15.8,5.8,1.9,Medium,16.55663098519326,Low Poverty,3660,11.730017306582912,Low Degree Attainment,24.309339144926607,High,75.69066085507339,14.777898852637653,0,0,0.16665598359079545,5.784885584257419,3.5798987244407408,18.335363117748862,Medium,28,115
"Prentiss County, Mississippi",38,24945,20107,2669,37,612,0,285,1235,12270,12675,13733,7867,1544,2623,323,4045,1201,1120,2225,2162,1896,758,273,130,51578,3866,4437,8.3,7.6,10.7,8.1,14.7,16.4,13.5,13.5,3.9,3.4,Low,15.498095810783724,Low Poverty,3057,12.254960914010823,Low Degree Attainment,19.39466827019443,Medium,80.60533172980557,10.699538985768692,2.453397474443776,0,0.1483263178993786,1.142513529765484,4.9508919623170975,17.787131689717377,Medium,28,117
"Quitman County, Mississippi",40.1,6113,1531,4398,19,8,0,2,155,2877,3236,3623,2119,383,579,99,1093,205,178,606,457,425,108,57,10,31192,1789,1005,12.2,13.4,16.6,10.9,14.3,16.2,6.7,7.2,1.5,0.9,Low,29.26549975,High Poverty,600,9.815148045149682,Low Degree Attainment,74.95501390479306,High,25.044986095206934,71.94503517094716,0.13086864060199577,0,0.3108130214297399,0.03271716,2.5355799116636675,16.440372975625717,Medium,28,119
"Rankin County, Mississippi",38.9,157185,114933,33926,444,1940,0,2204,3738,76152,81033,86212,51057,8113,14580,1646,19595,6128,5867,18366,12422,22947,9187,2183,1332,76460,14417,20929,3.2,3.3,6.1,7.1,10.4,19,14.6,19.8,10,6.6,High,9.171994783217228,Low Poverty,35649,22.679645,Medium Degree Attainment,26.880427521710086,High,73.11957247828992,21.58348442917581,1.2342144606673666,0,0.28246970130737664,1.4021694182014823,2.3780895123580494,13.314883735725418,Low,28,121
"Scott County, Mississippi",36.7,27943,15103,10002,28,28,0,1517,1265,13871,14072,14808,8966,1350,2354,385,4517,1142,1265,3583,1356,1279,506,95,95,44968,6030,5415,7.2,7.7,16.8,11.5,10.6,16.8,11.5,12.4,3.6,2,Low,21.579644275847258,High Poverty,1975,7.067959775256773,Low Degree Attainment,45.950685323694664,High,54.049314676305336,35.794295530186446,0.10020398668718464,0,0.10020398668718464,5.428908850159253,4.527072969974591,19.378735282539456,Medium,28,123
"Sharkey County, Mississippi",37,3910,1035,2836,0,0,21,7,11,1950,1960,2370,1301,257,296,77,805,193,102,353,146,283,79,10,31,41000,1025,823,9.5,5.7,19.1,13.2,8.3,16.5,5.2,18.5,1.2,2.7,Low,26.214833759590796,High Poverty,403,10.30690537084399,Low Degree Attainment,72.99232737,High,26.47058823529412,72.53196930946292,0,0.5370843989769821,0,0.17902813299232737,0.2813299232736573,21.048593350383634,Medium,28,125
"Simpson County, Mississippi",40.4,25889,15890,9081,40,149,114,112,503,12507,13382,13852,8633,1568,2652,364,4436,1337,979,2453,2020,2044,577,128,155,50867,4321,5087,6.4,4.6,11.5,10.5,16,20,9.7,11.5,4.3,5.5,Low,16.690486306925724,Low Poverty,2904,11.217119239831588,Low Degree Attainment,38.18223956,High,61.37741898103442,35.07667349067171,0.5755340105836455,0.44034145776198386,0.15450577465332765,0.43261616902931743,1.9429101162655955,19.649271891536944,Medium,28,127
"Smith County, Mississippi",42.8,14310,10583,3479,0,54,53,13,128,6747,7563,7697,4156,1372,1401,262,3137,468,311,1886,819,742,624,38,15,51983,2578,2901,7.9,8.2,16.6,8.1,8.9,16.9,13.6,13.9,3.9,2.2,Medium,18.01537386443047,Low Poverty,1419,9.916142557651991,Low Degree Attainment,25.6743536,High,73.95527603074773,24.311670160726763,0.37735849056603776,0.3703703703703704,0,0.090845563,0.8944793850454227,20.272536687631025,Medium,28,129
"Stone County, Mississippi",39.4,18360,14304,3006,25,94,17,44,870,9371,8989,9706,5994,842,2061,204,3135,991,1083,1678,1566,986,548,75,85,55894,3660,3889,4.4,4.6,12.8,12.6,10.7,15.2,17,17,3,2.8,Medium,19.934640522875817,Low Poverty,1694,9.226579520697168,Low Degree Attainment,21.998910675381264,High,77.90849673202615,16.372549019607842,0.5119825708061002,0.092592593,0.13616557734204793,0.23965141612200436,4.738562091503268,21.181917211328976,Medium,28,131
"Sunflower County, Mississippi",36.7,25867,6096,19027,34,16,0,66,628,13798,12069,16079,8125,1613,2237,460,4079,1383,840,2615,1599,1768,1101,130,59,37403,6347,3291,10.9,12.1,14.1,9,14.3,15.6,10.5,9.6,1.5,2.5,Low,24.537054934859086,High Poverty,3058,11.822012602930375,Low Degree Attainment,76.43329338539452,High,23.566706614605483,73.55704179069858,0.061854873,0,0.13144160513395445,0.2551513511423822,2.427803765415394,12.72277419105424,Low,28,133
"Tallahatchie County, Mississippi",37.7,12621,4441,7764,3,8,0,162,243,6735,5886,7400,4037,745,1208,93,2273,723,479,1198,1123,595,367,49,7,35428,3095,1987,6.2,10.1,17.3,16,12.4,17.7,8.3,6.6,4.7,0.7,Low,24.522621028444654,High Poverty,1018,8.065921876238017,Low Degree Attainment,64.81261389747247,High,35.18738610252753,61.51652008557167,0.063386419,0,0.023769907297361538,1.2835749940575232,1.9253624910862848,15.743601933285795,Medium,28,135
"Tate County, Mississippi",38.3,28094,18805,8556,14,10,19,116,574,13587,14507,15616,9177,1957,2284,436,4836,1145,815,3098,2077,1762,1330,126,83,61286,4352,4305,3.9,6.8,8.6,10.6,13.3,19.8,11.9,16.5,4,4.5,Medium,15.490852139246813,Low Poverty,3301,11.749839823449847,Low Degree Attainment,32.99636933152986,High,66.93600056951662,30.454901402434682,0.035594789,0.067630099,0.049832704,0.41289955150565955,2.043140884174557,15.323556631309177,Medium,28,137
"Tippah County, Mississippi",39.6,21769,16782,3166,13,0,9,778,1021,10594,11175,11293,7021,1191,2284,441,3543,804,879,2297,1521,1422,620,96,122,47968,4013,4518,4.4,7.3,14.5,10.7,16.7,15.2,14.5,11.6,2.6,2.6,Low,18.434471036795443,Low Poverty,2260,10.38173549542928,Low Degree Attainment,22.867380219578298,High,77.09127658597087,14.54361707014562,0,0.041343194450824565,0.059717948,3.573889475860168,4.690155726032431,20.75428361431393,Medium,28,139
"Tishomingo County, Mississippi",43.6,18837,17303,253,82,121,0,156,922,9169,9668,9720,6154,1398,1821,147,3470,865,650,2209,1753,1091,658,131,105,45545,3561,4068,9.3,7.3,15.6,7.6,12.4,18.5,12.7,9.3,3.9,3.4,Low,18.904284121675428,Low Poverty,1985,10.537771407336624,Low Degree Attainment,8.143547273982056,Low,91.85645272601795,1.3431013431013432,0.6423528162658597,0,0.4353134787917397,0.8281573498964804,4.8946222859266335,21.595795508838986,Medium,28,141
"Tunica County, Mississippi",33.2,9787,1792,7887,0,0,0,69,39,4835,4952,5851,2875,594,741,43,2273,271,380,641,564,773,164,93,17,41676,3002,1021,14,6.3,14.2,9.9,12.5,22.8,7.5,9,3.6,0.2,Low,30.673342188617553,High Poverty,1047,10.697864514151426,Low Degree Attainment,81.68999693470931,High,18.310003065290694,80.58649229,0,0,0,0.7050168590988046,0.39848778992541123,10.432205987534484,Low,28,143
"Union County, Mississippi",38.6,27880,21610,4374,50,69,0,1176,601,13752,14128,14758,8790,1428,2828,630,4832,928,1077,2245,2004,2285,699,126,165,55970,3388,5303,4,3.5,11.9,10,14.6,19.6,14.2,12.7,5.1,4.5,Medium,12.152080344332855,Low Poverty,3275,11.74677188,Low Degree Attainment,22.489239598278335,High,77.51076040172167,15.688665710186514,0.24748923959827832,0,0.1793400286944046,4.218077474892397,2.1556671449067433,19.020803443328553,Medium,28,145
"Walthall County, Mississippi",40,13888,7338,5681,49,23,0,254,543,6957,6931,7307,4987,985,1675,72,2830,442,434,1257,929,1028,547,114,15,37145,2783,3265,10.6,11.2,12,13.1,12.9,10.1,10.9,10.2,5.8,3.2,Low,20.038882488479263,High Poverty,1704,12.26958525345622,Low Degree Attainment,47.16301843317972,High,52.83698156682027,40.90581797235023,0.16561059907834103,0,0.35282258064516125,1.8289170506912442,3.9098502304147464,23.509504608294932,Medium,28,147
"Warren County, Mississippi",39.9,44341,20868,21588,36,286,13,167,1383,21320,23021,25134,13986,2879,4278,352,6203,1654,1534,4976,3948,4988,2077,391,589,54117,7923,8670,7.7,5.4,9.2,10.7,11.2,17,13.4,13,7,5.4,Medium,17.86833855799373,Low Poverty,8045,18.143478947249726,Medium Degree Attainment,52.90814370447215,High,47.06253805732843,48.68631740375724,0.6450012403870008,0.029318238199409128,0.081188967,0.37662659840779417,3.119009494598678,19.553009629913625,Medium,28,149
"Washington County, Mississippi",37.9,44604,10978,32149,19,364,1,605,488,21015,23589,26072,14807,2890,3954,553,7773,1480,1652,3874,2702,3818,1576,366,292,38394,12788,10806,8.8,10.8,12.8,14.4,13.9,14.6,9.9,7.8,3.9,3.1,Low,28.670074432786297,High Poverty,6052,13.56828983947628,Low Degree Attainment,75.38561563985293,High,24.612142408752575,72.07649538158013,0.8160703075957313,0.002241951,0.042597076,1.3563805936687292,1.0940722805129584,24.22652676889965,Medium,28,151
"Wayne County, Mississippi",38.8,19760,11280,7487,0,8,0,321,664,9600,10160,11083,6036,1508,1628,363,3873,770,920,1465,864,1262,877,184,178,34875,4343,3723,10.2,9.1,20.3,10.6,8.8,14.4,7.7,11.3,5,2.7,Low,21.978744939271255,High Poverty,2501,12.656882591093119,Low Degree Attainment,42.91497975708502,High,57.08502024291497,37.88967611336032,0.04048583,0,0,1.6244939271255059,3.360323886639676,18.841093117408906,Medium,28,153
"Webster County, Mississippi",40.1,9942,7874,1838,12,80,0,39,99,4754,5188,5141,3270,671,1018,114,2022,473,407,706,912,727,401,55,27,55657,1550,2009,6.4,6.2,9.1,9.7,13.7,19.2,14.8,13.1,5.7,2.1,Medium,15.590424461878898,Low Poverty,1210,12.170589418628044,Low Degree Attainment,20.80064373,High,79.19935626634481,18.487225910279623,0.8046670690002011,0,0.12070006035003018,0.3922751961375981,0.9957754978877489,20.207201770267552,Medium,28,155
"Wilkinson County, Mississippi",38.9,8531,2458,5748,0,0,0,196,129,4588,3943,5076,2563,788,761,46,2103,909,384,667,477,448,204,14,39,34928,1601,1805,6.8,4.3,19.8,19.3,10.6,20.2,9.8,5,0.7,3.5,Low,18.766850310631813,Low Poverty,705,8.263978431602391,Low Degree Attainment,71.18743406400188,High,28.812565935998123,67.37779861680929,0,0,0,2.297503223537686,1.5121322236549055,21.158129175946545,Medium,28,157
"Winston County, Mississippi",41.9,17741,8868,8336,138,19,0,38,342,8562,9179,10198,5715,1449,1664,217,3974,569,650,2049,1150,1492,518,76,60,45516,4490,4170,6.4,7.8,15.1,11.5,11.8,20.1,9.9,11.3,2.5,3.6,Low,25.308607181105913,High Poverty,2146,12.09627416718336,Low Degree Attainment,50.01409165,High,49.98590834789471,46.987204779888394,0.10709655600022547,0,0.7778591962121639,0.21419311200045094,1.9277380080040585,23.504875711628433,Medium,28,159
"Yalobusha County, Mississippi",41.8,12499,7517,4799,24,13,0,25,121,5990,6509,6959,4309,932,1064,109,3161,973,564,1070,695,631,394,65,16,47006,2510,2275,6.9,7.1,14.3,13.8,10.5,19.6,12.2,9.5,5.2,0.9,Low,20.08160652852228,High Poverty,1106,8.848707897,Low Degree Attainment,39.85918873509881,High,60.140811264901195,38.39507160572846,0.10400832066565326,0,0.1920153612288983,0.2000160012801024,0.9680774461956957,18.20145611648932,Medium,28,161
"Yazoo County, Mississippi",36.8,27467,10167,16686,105,12,0,75,422,16207,11260,16374,7803,1496,2684,495,5447,1981,1254,2801,1144,1690,450,143,18,41867,6569,5501,9.9,9.4,10.2,13.1,14,17.7,10.9,9.6,3.9,1.4,Low,23.91597189354498,High Poverty,2301,8.377325517894201,Low Degree Attainment,62.98467251611024,High,37.01532748388976,60.74926275166563,0.04368879,0,0.382276914,0.2730549386536571,1.536389121491244,20.027669567116906,Medium,28,163
"Adair County, Missouri",29,25299,22803,1043,105,472,13,121,742,12112,13187,16033,9407,1164,1928,201,3933,533,947,1528,1061,2132,1528,288,808,51020,5438,2881,12.2,6.1,10.4,8.5,12,18.9,12,10.3,4.7,4.9,Low,21.494920747855648,High Poverty,4756,18.799162022214315,Medium Degree Attainment,9.814617178544607,Low,90.13399739120123,4.122692596545318,1.8656863907664336,0.051385430254160244,0.41503616743744814,0.47827977390410686,2.93292225,11.387801889402743,Low,29,1
"Andrew County, Missouri",41.5,18069,16917,140,5,125,0,90,792,9113,8956,9243,5949,1115,1603,88,4278,622,909,1858,986,2090,898,136,182,68774,1346,2150,3.3,4.4,8.3,7.3,12.4,19.5,12.9,19.9,7.6,4.5,Medium,7.449222425148043,Low Poverty,3306,18.29652996845426,Medium Degree Attainment,6.375560351984061,Low,93.62443964801594,0.7748076816647296,0.6917925729149372,0,0.027671702916597485,0.4980906524987548,4.383197741989042,11.89883225413692,Low,29,3
"Atchison County, Missouri",48.1,5270,5003,16,16,11,6,37,181,2666,2604,2745,1594,385,623,26,1458,179,268,616,154,609,158,45,10,58521,600,899,3.5,4.2,13,11.6,11.2,20.3,11.9,17.7,4,2.6,Medium,11.385199240986717,Low Poverty,822,15.597722960151803,Medium Degree Attainment,4.952561669829222,Low,94.93358633776091,0.3036053130929791,0.20872865275142313,0.11385199240986717,0.3036053130929791,0.7020872865275143,3.4345351043643264,17.058823529411764,Medium,29,5
"Audrain County, Missouri",40.4,24873,22180,1190,161,124,32,104,1082,11771,13102,14581,6900,1506,3077,435,6044,1157,1120,2448,1614,1775,667,131,91,51745,4255,4581,6.2,4.7,7.7,14.8,13.8,18.9,11.8,13.5,4.2,4.3,Low,17.106903067583325,Low Poverty,2664,10.710408877095647,Low Degree Attainment,10.698347605837654,Medium,89.17299883,4.7843042656696015,0.4985325453302778,0.12865356,0.6472882241788285,0.4181240702770072,4.3500985,18.417561210951636,Medium,29,7
"Barry County, Missouri",43.2,34701,29044,107,395,556,14,931,3654,17540,17161,17450,11146,2117,3451,336,8519,1646,1816,3160,2102,2330,948,215,145,55592,6330,5547,3.5,6,9.4,12,16.1,17.7,12.1,13.5,5.5,4.2,Medium,18.241549234892364,Low Poverty,3638,10.48384772773119,Low Degree Attainment,16.261779199446703,Medium,83.69787614189794,0.3083484625803291,1.6022593008847008,0.040344659,1.1382957263479438,2.6829198005821158,10.529955909051612,15.985130111524162,Medium,29,9
"Barton County, Missouri",40.7,11683,10742,33,124,3,3,50,728,5781,5902,6130,3666,774,1157,201,2849,479,549,904,683,1064,321,42,37,48105,2558,2466,6.7,8.5,15,12.5,10.1,19,10.1,12.2,3.6,2.4,Low,21.895061200034238,High Poverty,1464,12.531027989386287,Low Degree Attainment,8.028759736369082,Low,91.94556193,0.282461696,0.025678336,0.025678336,1.0613712231447403,0.4279722673970727,6.231276213301378,21.107592228023623,Medium,29,11
"Bates County, Missouri",40.7,16101,14970,346,73,65,10,197,440,8064,8037,8450,4828,1063,1584,222,4902,470,943,1159,787,1015,461,35,25,54122,2993,2801,4,8.8,8.2,12.1,14.9,15.8,12.4,16,4.1,3.7,Medium,18.58890752127197,Low Poverty,1536,9.539780137879635,Low Degree Attainment,6.962300478231167,Low,92.97559157816283,2.148934848767157,0.40370163343891685,0.062107944,0.45338798832370664,1.223526489037948,2.732749518663437,17.396435004037016,Medium,29,13
"Benton County, Missouri",54.1,19616,18378,135,161,17,8,71,846,10001,9615,10385,6128,1724,2175,305,4891,1328,1585,1785,1403,1260,853,75,91,50229,3396,4565,5.1,5.8,13.9,12.4,12.7,18.7,13.3,12.7,3.3,2.2,Low,17.312398042414358,Low Poverty,2279,11.618066884176184,Low Degree Attainment,6.270391517128875,Low,93.68882544861337,0.6882137030995106,0.086663948,0.040783034257748776,0.8207585644371941,0.36194942903752036,4.3128058727569325,23.271818923327896,Medium,29,15
"Bollinger County, Missouri",44.7,10658,10110,59,17,6,0,74,392,5298,5360,5768,3449,673,1031,128,3041,553,804,779,352,539,170,42,140,52306,1570,2111,3,8.2,15.5,11.5,10.1,18.3,14.8,15.1,2.3,1.2,Medium,14.730718708951024,Low Poverty,891,8.359917432914244,Low Degree Attainment,5.141677613060612,Low,94.85832238693939,0.5535747795083505,0.05629574,0,0.15950459748545692,0.6943141302308126,3.6779883655470065,19.806717958341153,Medium,29,17
"Boone County, Missouri",31.8,184043,145293,17075,383,8721,125,2196,10250,89484,94559,111477,67883,5697,13383,987,18854,4007,6675,12364,8106,30976,15075,4261,4879,66564,31074,22494,6.3,4.7,7.3,8.4,11.5,17.8,12.9,15.4,7.3,8.4,Medium,16.884097738028615,Low Poverty,55191,29.988100606923386,High Degree Attainment,20.98694326869264,High,78.94513782,9.277723140787751,4.738566530647729,0.06791891,0.20810354102030504,1.1931994153540204,5.5693506408828375,12.22214373814815,Low,29,19
"Buchanan County, Missouri",38.6,84544,70318,4957,357,1131,277,2238,5266,42811,41733,46945,25310,4596,10931,991,17871,3759,4470,8331,3554,9300,2819,790,474,58303,13398,14266,6.3,5.7,10.1,8.9,13.1,17.3,14.6,13.5,5.5,4.9,Medium,15.84736941710825,Low Poverty,13383,15.82962717638153,Medium Degree Attainment,16.499101059803177,Medium,83.17325889477668,5.863219152157456,1.3377649507948524,0.32764004542013625,0.4222653292959879,2.647142316426949,6.2287093111279335,16.87405374716124,Medium,29,21
"Butler County, Missouri",40.7,42280,37092,2166,148,82,29,589,2174,20654,21626,23579,12352,2526,5294,581,9888,1855,2035,3950,2479,2563,1025,219,224,47245,8718,9508,5.6,9.8,11.7,12.6,12.6,18.3,12.4,11,3.1,2.9,Low,20.619678334910123,High Poverty,4031,9.534058656575214,Low Degree Attainment,12.201986754966887,Medium,87.72942289,5.122989593188269,0.19394512771996217,0.06859035,0.3500473036896878,1.3930936613055818,5.1419110690633865,22.48817407757805,Medium,29,23
"Caldwell County, Missouri",42.7,8876,8298,32,89,37,8,41,371,4549,4327,4605,2600,526,1079,67,2304,375,426,815,519,684,279,49,10,58269,1392,1309,6,3.3,8.9,10.9,12.5,23.2,14.9,13.9,4.3,2.1,Medium,15.682739972960794,Low Poverty,1022,11.514195583596216,Low Degree Attainment,6.421811626858945,Low,93.48805768364127,0.3605227579990987,0.41685443893645785,0.090130689,1.0027039206849933,0.46191978368634523,4.179810726,14.74763406940063,Low,29,25
"Callaway County, Missouri",39.6,44517,40216,1898,168,57,97,220,1861,23158,21359,24015,13905,2385,5065,672,8902,2044,2249,4283,2679,4979,2252,246,200,70599,3854,5649,3.5,1.9,9,7.4,11.4,21.2,16.4,18.6,6.6,4.1,High,8.657366848619628,Low Poverty,7677,17.24509737852955,Medium Degree Attainment,9.44358335,Low,90.33852236224364,4.263539771323314,0.12804097311139565,0.21789428757553295,0.37738392074937666,0.4941932295527552,4.180425455443988,12.689534335197788,Low,29,27
"Camden County, Missouri",52.6,43227,40915,369,123,207,0,421,1192,21504,21723,23853,13941,2918,5098,618,10354,1612,2822,5224,2849,4896,1728,440,389,59834,5726,7973,5.6,5.2,7.6,7.9,14.8,17.6,13.5,14,6.6,7.2,Medium,13.246350660466838,Low Poverty,7453,17.24153885303167,Medium Degree Attainment,5.348509033705786,Low,94.65149096629422,0.8536331459504476,0.4788673745575682,0,0.28454438198348253,0.9739283318296436,2.7575357993846437,18.44449071182363,Medium,29,29
"Cape Girardeau County, Missouri",36.9,81703,70305,6185,94,1269,84,463,3303,39940,41763,46444,27362,4286,6934,561,14466,2104,3253,7746,3155,11341,4644,989,779,65070,11340,11304,5.6,4.3,8.2,9.7,11.4,17.9,14.9,17,5.7,5.4,Medium,13.879539307002192,Low Poverty,17753,21.728700292522916,Medium Degree Attainment,13.847716730107829,Medium,86.04947186761808,7.570101465062483,1.5531865414978643,0.1028114022740903,0.11505085492576772,0.5666866577726644,4.042691210849051,13.835477277456151,Low,29,31
"Carroll County, Missouri",43.7,8513,8074,178,3,6,0,3,249,4262,4251,4419,2812,630,723,52,2385,239,481,661,449,796,378,18,46,59101,793,1167,4,1.4,13.1,13.7,10.4,19.4,16.1,14.6,4.5,2.9,Medium,9.315165041700928,Low Poverty,1238,14.542464466110655,Low Degree Attainment,5.1568189827322914,Low,94.84318101726771,2.0909197697638904,0.070480442,0,0.035240221,0.035240221,2.924938329613532,13.708445906261012,Low,29,33
"Carter County, Missouri",42,5299,4984,54,0,6,0,3,252,2591,2708,2935,1486,410,737,37,1534,190,156,365,214,337,195,0,0,45737,1069,1554,5.5,10.3,8.6,12.2,17,8.9,14.2,12.3,9.7,1.4,Low,20.173617663710132,High Poverty,532,10.039630118890356,Low Degree Attainment,5.944517834,Low,94.05548217,1.019060200037743,0.11322891111530478,0,0,0.056614456,4.755614267,29.326287978863935,High,29,35
"Cass County, Missouri",39.9,108205,94004,4765,332,630,127,1810,6537,53087,55118,56705,35253,5711,9683,880,21052,3065,6940,11715,6146,13604,5617,815,542,82473,7440,14996,2.2,2.6,6.1,6.9,9.9,17.6,14.5,21.9,10.5,7.9,High,6.875837530613188,Low Poverty,20578,19.01760547109653,Medium Degree Attainment,13.006792662076613,Medium,86.87583753061318,4.403678203410193,0.5822281779954716,0.11736980731019823,0.3068250080865025,1.672750797098101,6.041310475486346,13.858878979714431,Low,29,37
